state,year,office,winner_share,source
Alaska,2010,Governor,59.06,"Sean Parnell (R). Official statewide 2010 machine-readable results file (elections.alaska.gov/results/10GENR/data/results.txt|htm|pdf, archived) only contains the U.S. Senate race; per-district SOVC PDFs are the official record. Share per Ballotpedia: https://ballotpedia.org/Alaska_gubernatorial_election,_2010"
